Building_Age,Number_of_Floors,Total_Area,Number_of_Windows,Insulation_Type,Heating_System,Cooling_System,Energy_Consumption
55,10,89575,393,Polyurethane,Radiant,Window Units,1563999.81
56,11,64438,407,Cellulose,Geothermal,Evaporative,789130.5
32,9,40586,81,Mineral Wool,Boiler,None,1891632.1
2,39,65561,63,Cellulose,Heat Pump,Evaporative,976611.75
67,29,12005,440,Fiberglass,Geothermal,None,943004.61
88,33,56395,286,Polyurethane,Geothermal,Heat Pump,2405352.12
13,8,82802,432,Mineral Wool,Heat Pump,None,933856.56
6,11,35069,405,Spray Foam,Geothermal,None,471124.87
35,25,77512,273,Cellulose,Geothermal,Window Units,1785865.67
47,41,21106,340,Mineral Wool,Heat Pump,None,1033542.94
36,32,47175,43,Mineral Wool,Heat Pump,Heat Pump,2373090.11
3,45,70937,237,Spray Foam,Boiler,Central AC,2787396.68
91,4,12916,176,Fiberglass,Geothermal,Heat Pump,201854.36
75,13,75242,400,Polyurethane,Geothermal,None,3579100.92
80,27,19920,29,Polyurethane,Boiler,Heat Pump,952696.28
91,17,95926,172,Spray Foam,Boiler,Heat Pump,8760673.13
2,24,11491,480,Spray Foam,Heat Pump,Central AC,410986.26
96,20,3394,271,Mineral Wool,Radiant,None,126513.39
53,28,67575,21,Fiberglass,Forced Air,None,2885344.48
49,3,10444,405,Spray Foam,Radiant,None,556512.8
70,31,71062,146,Fiberglass,Forced Air,Central AC,971980.63
44,45,32425,445,Fiberglass,Heat Pump,None,769784.02
44,5,18412,105,Cellulose,Geothermal,None,307607.18
42,45,48778,155,Polyurethane,Boiler,None,1520532.91
92,36,36150,196,Fiberglass,Heat Pump,None,2457844.89
3,22,14992,305,Mineral Wool,Heat Pump,Window Units,350413.31
39,24,52764,427,Polyurethane,Heat Pump,Window Units,481188.54
84,28,64867,394,Mineral Wool,Boiler,None,812774.95
70,23,58718,86,Spray Foam,Forced Air,Evaporative,2293203.75
39,16,11150,267,Cellulose,Boiler,Window Units,513148.89
86,3,50577,113,Mineral Wool,Geothermal,None,2691528.61
34,13,90198,447,Mineral Wool,Forced Air,Evaporative,1318359.49
62,27,6110,73,Polyurethane,Heat Pump,Central AC,305546.04
21,48,41039,447,Fiberglass,Forced Air,None,2386961.31
42,42,38989,150,Polyurethane,Boiler,None,970573.88
37,20,5433,246,Fiberglass,Heat Pump,None,100561.28
71,38,65501,456,Cellulose,Forced Air,Heat Pump,5032738.33
73,8,58195,40,Polyurethane,Geothermal,Heat Pump,1367896.2
62,48,43923,460,Spray Foam,Forced Air,Window Units,1670350.38
90,13,77745,116,Spray Foam,Boiler,None,2546512.1
78,14,13057,111,Polyurethane,Radiant,Central AC,450328.25
56,25,88966,353,Fiberglass,Forced Air,Heat Pump,5474918.29
75,8,22755,494,Cellulose,Heat Pump,Window Units,428124.08
58,15,73399,15,Cellulose,Forced Air,Evaporative,777902.69
67,23,5762,312,Cellulose,Forced Air,Heat Pump,66870.54
47,37,77351,333,Fiberglass,Radiant,Evaporative,5131264.91
20,18,1655,331,Polyurethane,Geothermal,None,84722.09
5,11,62541,53,Spray Foam,Forced Air,Window Units,2664328.92
78,1,29165,489,Fiberglass,Geothermal,Central AC,1962091.38
99,23,66754,145,Polyurethane,Forced Air,Evaporative,6317916.97
5,6,82075,494,Cellulose,Heat Pump,Heat Pump,3545977.11
81,8,70959,75,Fiberglass,Geothermal,Window Units,6171905.14
26,19,46728,332,Spray Foam,Radiant,Window Units,2665013.55
80,26,92826,127,Fiberglass,Radiant,Evaporative,5776201.45
40,44,6927,399,Cellulose,Boiler,Evaporative,137970.62
37,37,93099,280,Polyurethane,Radiant,Evaporative,1814095.2
97,24,63589,499,Cellulose,Boiler,None,850525.09
64,34,43092,28,Spray Foam,Geothermal,Central AC,1525803.73
80,48,46415,52,Fiberglass,Geothermal,Window Units,3339366.12
27,34,35319,90,Polyurethane,Boiler,Evaporative,1147068.52
95,9,96973,227,Cellulose,Geothermal,Window Units,4287731.37
12,46,8624,444,Cellulose,Heat Pump,Central AC,292268.54
11,22,34852,308,Polyurethane,Radiant,Window Units,1292418.55
63,50,88511,158,Spray Foam,Boiler,None,1981557.26
53,36,90812,469,Spray Foam,Forced Air,Central AC,5893111.69
66,43,85921,76,Spray Foam,Forced Air,Central AC,3536965.49
32,3,10219,389,Spray Foam,Radiant,Window Units,472441.93
73,31,39148,106,Spray Foam,Boiler,Central AC,1670108.92
34,29,67300,81,Cellulose,Heat Pump,None,1284373.57
83,14,9909,21,Cellulose,Geothermal,Central AC,621427.24
42,4,63774,430,Polyurethane,Radiant,Heat Pump,2097405.82
41,39,51847,370,Polyurethane,Radiant,Window Units,708794.78
89,41,26273,399,Fiberglass,Geothermal,Central AC,2108838.35
94,16,30860,303,Fiberglass,Radiant,None,392952.22
40,45,42681,392,Spray Foam,Forced Air,Window Units,408441.58
32,43,61246,467,Spray Foam,Radiant,Evaporative,2792920.9
42,43,37892,55,Fiberglass,Heat Pump,Evaporative,687311.81
74,47,65468,19,Mineral Wool,Heat Pump,Window Units,4526045.84
69,35,53812,381,Cellulose,Forced Air,None,1997045.29
80,27,79318,204,Spray Foam,Radiant,Evaporative,1841390.03
64,41,42411,353,Fiberglass,Forced Air,Heat Pump,3064499.87
2,5,54928,186,Fiberglass,Forced Air,Heat Pump,327181.03
67,14,42878,227,Spray Foam,Boiler,None,363961.1
40,29,18442,96,Polyurethane,Heat Pump,Window Units,816156.1
41,19,73682,148,Fiberglass,Radiant,Window Units,2072578.65
60,37,76796,401,Mineral Wool,Heat Pump,None,3514374.12
3,46,99806,393,Cellulose,Boiler,Window Units,4651775.07
7,22,90206,485,Fiberglass,Forced Air,Heat Pump,3407444.57
12,16,95797,150,Mineral Wool,Forced Air,Evaporative,4844793.88
43,12,83993,408,Fiberglass,Heat Pump,Heat Pump,5347369.33
56,50,43020,260,Spray Foam,Heat Pump,Heat Pump,3170607.24
58,39,60091,236,Spray Foam,Boiler,None,996882.45
89,7,19061,301,Polyurethane,Radiant,Central AC,826315.97
50,40,84274,118,Polyurethane,Geothermal,Central AC,5314233.91
82,13,28976,431,Polyurethane,Forced Air,Heat Pump,2226227.92
96,15,81313,154,Cellulose,Heat Pump,Window Units,7025934.29
83,49,47977,23,Fiberglass,Radiant,Window Units,1510756.55
34,25,15847,255,Fiberglass,Forced Air,Central AC,264350.8
47,9,61913,232,Fiberglass,Radiant,Heat Pump,2006637.4
38,3,57698,440,Polyurethane,Geothermal,None,577949.83
97,50,49097,411,Cellulose,Boiler,Central AC,2839688.22
78,41,72865,347,Fiberglass,Geothermal,None,4670584.1
45,25,66768,307,Spray Foam,Boiler,Window Units,489870.36
98,15,67909,252,Fiberglass,Geothermal,Evaporative,5698419.08
97,18,39281,211,Fiberglass,Boiler,None,2827363.15
10,31,45840,371,Mineral Wool,Boiler,None,1987097.02
29,2,30869,193,Cellulose,Radiant,Heat Pump,1091516.25
47,29,55000,409,Polyurethane,Heat Pump,Window Units,3019360.22
22,13,33616,462,Polyurethane,Boiler,None,1263508.19
27,40,73783,357,Cellulose,Radiant,Window Units,3857441.96
61,35,87183,362,Polyurethane,Heat Pump,Heat Pump,6548505.33
15,40,13898,484,Mineral Wool,Radiant,Evaporative,594918.39
40,48,31253,169,Polyurethane,Geothermal,Central AC,1362062.18
70,30,10833,497,Mineral Wool,Radiant,Heat Pump,654797.32
16,3,31355,163,Fiberglass,Geothermal,Window Units,551658.69
23,43,90006,182,Mineral Wool,Boiler,Central AC,662771.79
45,35,53095,219,Fiberglass,Forced Air,Heat Pump,3723701.41
11,49,82195,340,Polyurethane,Heat Pump,None,3002405.51
84,2,76070,255,Polyurethane,Heat Pump,Evaporative,5350862.61
48,4,12363,221,Spray Foam,Heat Pump,Central AC,674531.13
30,7,38150,89,Spray Foam,Boiler,Heat Pump,2092181.5
25,31,5688,133,Polyurethane,Heat Pump,Evaporative,94041.75
83,6,6648,25,Polyurethane,Radiant,None,197691.48
39,15,75223,174,Spray Foam,Geothermal,None,802859.63
13,23,95702,50,Fiberglass,Radiant,Central AC,2391419.66
3,24,78010,491,Cellulose,Radiant,Evaporative,1767227.78
22,8,14871,59,Spray Foam,Radiant,Heat Pump,890027.43
75,46,36808,199,Polyurethane,Heat Pump,Central AC,903959.04
47,21,24590,332,Fiberglass,Geothermal,Central AC,1083116.58
16,12,66370,186,Mineral Wool,Forced Air,Central AC,789846.39
19,25,75141,460,Fiberglass,Radiant,Central AC,3971270.25
25,27,93231,147,Spray Foam,Heat Pump,None,5784669.78
14,36,86385,301,Spray Foam,Heat Pump,Evaporative,1329575.83
86,22,16419,99,Cellulose,Heat Pump,Heat Pump,1122253.17
9,2,71527,71,Polyurethane,Heat Pump,None,2441263.3
27,21,31797,406,Spray Foam,Geothermal,Heat Pump,519189.31
41,31,2812,413,Cellulose,Geothermal,Central AC,106839.87
30,34,15428,349,Polyurethane,Boiler,None,268857.3
57,47,79122,144,Mineral Wool,Heat Pump,None,2503803.46
91,28,14586,348,Spray Foam,Geothermal,None,602477.64
32,7,4006,40,Mineral Wool,Radiant,None,115582.83
98,35,47694,46,Cellulose,Geothermal,Evaporative,3800666.66
86,20,72198,266,Polyurethane,Heat Pump,Heat Pump,6674697.11
21,41,9868,330,Spray Foam,Radiant,Window Units,516682.92
44,27,89827,42,Mineral Wool,Boiler,Window Units,3577374.76
47,9,59837,493,Fiberglass,Boiler,Evaporative,2969418.4
61,15,42990,192,Polyurethane,Radiant,Central AC,2128392.57
12,25,9440,261,Spray Foam,Boiler,None,478312.74
30,11,14336,68,Polyurethane,Boiler,Heat Pump,234848.37
97,25,10050,268,Spray Foam,Geothermal,Window Units,763823.12
30,11,48636,268,Mineral Wool,Geothermal,Central AC,1653113.72
32,17,1900,79,Polyurethane,Forced Air,Heat Pump,45084.01
96,9,21588,279,Cellulose,Forced Air,Heat Pump,695632.12
15,27,28158,47,Mineral Wool,Heat Pump,Central AC,1049914.1
71,5,14701,446,Fiberglass,Heat Pump,Window Units,1056907.84
34,11,17055,327,Polyurethane,Forced Air,Window Units,202114.31
53,32,64996,364,Polyurethane,Forced Air,Window Units,2641336.77
49,47,3741,406,Spray Foam,Boiler,Window Units,186995.9
8,36,93428,103,Cellulose,Heat Pump,Evaporative,4818638.78
34,26,53995,474,Mineral Wool,Forced Air,Evaporative,2414889.52
82,18,12603,425,Spray Foam,Geothermal,Central AC,775496.92
34,13,11727,454,Polyurethane,Radiant,Evaporative,427156.07
34,21,71838,134,Spray Foam,Radiant,Evaporative,2063315.59
86,33,1606,260,Cellulose,Boiler,Central AC,71550.23
6,31,87870,445,Mineral Wool,Heat Pump,None,3715860.08
20,28,50640,225,Mineral Wool,Forced Air,Evaporative,2637645.74
95,18,64633,68,Polyurethane,Radiant,None,2306769.15
60,39,43077,478,Spray Foam,Boiler,None,1229104.58
2,1,80509,240,Spray Foam,Boiler,Heat Pump,2337359.78
78,6,28168,245,Polyurethane,Boiler,Heat Pump,810265.0
31,25,8070,451,Cellulose,Radiant,Window Units,206308.47
51,35,30044,171,Fiberglass,Boiler,Heat Pump,715438.29
67,21,2512,53,Polyurethane,Radiant,Heat Pump,135135.47
100,7,27481,460,Mineral Wool,Heat Pump,None,547714.87
7,30,11639,246,Polyurethane,Forced Air,Central AC,285886.69
29,35,53945,361,Cellulose,Forced Air,Evaporative,1605731.98
71,25,79280,186,Polyurethane,Heat Pump,Evaporative,1611855.36
55,31,50444,321,Mineral Wool,Geothermal,Heat Pump,1540178.13
57,41,9157,229,Mineral Wool,Boiler,None,555040.14
24,33,81129,448,Cellulose,Forced Air,Evaporative,3863086.61
32,32,90965,59,Mineral Wool,Radiant,Central AC,5858792.84
12,18,83247,194,Spray Foam,Radiant,Heat Pump,4528034.11
33,43,44917,64,Fiberglass,Geothermal,Evaporative,2695339.28
78,30,55377,165,Polyurethane,Geothermal,Evaporative,2847061.51
56,8,81911,492,Mineral Wool,Heat Pump,None,2673882.51
48,39,70578,431,Polyurethane,Radiant,Heat Pump,3638809.4
4,9,6356,167,Spray Foam,Boiler,None,218626.49
100,47,60777,90,Mineral Wool,Radiant,Window Units,3181048.66
39,1,39330,429,Cellulose,Forced Air,Heat Pump,2050472.76
69,43,94276,309,Polyurethane,Boiler,Central AC,2456174.78
7,28,58060,79,Polyurethane,Forced Air,Window Units,2456398.66
10,45,40274,78,Mineral Wool,Geothermal,Window Units,883011.96
6,17,18144,105,Polyurethane,Forced Air,Window Units,811390.71
89,27,84160,160,Mineral Wool,Forced Air,Window Units,6113348.41
84,35,41327,290,Fiberglass,Radiant,Central AC,758239.35
79,16,68571,122,Polyurethane,Geothermal,Evaporative,1173072.65
93,11,84389,371,Fiberglass,Radiant,Evaporative,6384648.66
17,24,94088,452,Cellulose,Forced Air,Central AC,832449.52
54,41,2807,107,Spray Foam,Boiler,Heat Pump,147999.67
82,43,77736,445,Mineral Wool,Boiler,Central AC,4628432.39
49,37,6441,158,Cellulose,Radiant,Window Units,424118.35
90,18,60183,311,Mineral Wool,Boiler,Window Units,743582.93
56,35,16555,224,Mineral Wool,Radiant,None,981327.81
68,19,26189,367,Mineral Wool,Boiler,Heat Pump,965187.64
5,28,50790,451,Cellulose,Radiant,None,2267183.88
87,48,21114,134,Cellulose,Radiant,Central AC,1231628.53
48,15,56507,138,Mineral Wool,Heat Pump,Central AC,3674628.0
98,5,24457,274,Fiberglass,Forced Air,Window Units,1380829.76
84,19,12185,254,Spray Foam,Boiler,Window Units,861647.19
34,49,58636,229,Mineral Wool,Heat Pump,None,1993526.16
16,34,23582,153,Mineral Wool,Radiant,Window Units,1185860.75
88,20,88406,98,Polyurethane,Radiant,Window Units,4822825.81
22,35,15636,485,Fiberglass,Boiler,Heat Pump,351168.09
80,9,51491,170,Fiberglass,Boiler,Heat Pump,4121239.59
35,32,18643,142,Cellulose,Geothermal,Heat Pump,974902.06
34,8,16562,338,Cellulose,Forced Air,Heat Pump,867910.75
41,35,79461,119,Fiberglass,Geothermal,None,3353505.09
3,49,87848,90,Cellulose,Radiant,None,1781029.1
74,6,50161,220,Mineral Wool,Geothermal,None,2698323.54
48,34,45896,424,Cellulose,Radiant,Heat Pump,2657432.74
37,31,54397,29,Spray Foam,Forced Air,Window Units,1904434.66
84,40,78747,377,Fiberglass,Forced Air,Central AC,4544638.51
2,1,33483,113,Mineral Wool,Radiant,Central AC,1246649.75
80,4,95734,40,Polyurethane,Radiant,Window Units,8339703.04
98,18,83800,42,Polyurethane,Forced Air,Window Units,3065384.89
52,26,46535,109,Spray Foam,Radiant,Heat Pump,1331506.35
80,21,51082,257,Cellulose,Geothermal,Evaporative,801625.57
45,47,87546,285,Cellulose,Radiant,Heat Pump,1548804.59
30,36,61984,231,Spray Foam,Boiler,Evaporative,1603846.21
11,34,32385,496,Mineral Wool,Heat Pump,None,1622132.7
7,20,26825,486,Cellulose,Heat Pump,Evaporative,1214936.7
75,40,46585,326,Cellulose,Forced Air,Central AC,3399157.22
98,34,68097,286,Mineral Wool,Radiant,Window Units,4627947.53
62,38,73945,497,Fiberglass,Radiant,Evaporative,767214.19
93,18,91434,266,Polyurethane,Heat Pump,Central AC,4861722.46
28,33,60432,270,Mineral Wool,Geothermal,Evaporative,2111809.81
22,19,8079,165,Polyurethane,Radiant,Window Units,484306.78
2,39,19798,267,Mineral Wool,Forced Air,Evaporative,572225.71
61,43,61318,83,Mineral Wool,Radiant,None,3232645.43
21,14,29481,145,Polyurethane,Forced Air,Window Units,1612646.21
60,39,75778,390,Mineral Wool,Geothermal,None,2070427.4
52,1,8137,491,Mineral Wool,Boiler,None,516097.13
47,44,87238,119,Polyurethane,Heat Pump,Window Units,1530057.06
7,32,80188,439,Polyurethane,Radiant,Heat Pump,3972644.09
1,4,43955,106,Polyurethane,Forced Air,None,548944.63
66,45,74839,196,Fiberglass,Radiant,Evaporative,2003931.1
48,30,85155,398,Mineral Wool,Geothermal,Heat Pump,5017247.48
39,20,22140,26,Fiberglass,Forced Air,Heat Pump,739412.06
93,42,76472,77,Polyurethane,Geothermal,Evaporative,5285671.94
2,7,77512,128,Cellulose,Radiant,Evaporative,2861473.23
94,30,81087,190,Polyurethane,Geothermal,Central AC,6608043.75
52,41,48280,275,Spray Foam,Radiant,Heat Pump,887373.29
14,36,47356,132,Cellulose,Boiler,Heat Pump,2472861.34
19,34,37507,439,Cellulose,Boiler,Evaporative,1710764.86
94,17,30687,427,Cellulose,Boiler,Evaporative,1164091.68
28,19,74311,125,Fiberglass,Forced Air,None,784522.98
76,6,36094,163,Fiberglass,Boiler,Window Units,3112218.19
85,40,50051,329,Mineral Wool,Heat Pump,Heat Pump,4420171.46
43,10,22430,44,Spray Foam,Radiant,Evaporative,1478940.35
10,45,41725,167,Fiberglass,Boiler,Central AC,637550.46
74,43,11006,102,Mineral Wool,Heat Pump,Evaporative,883937.26
44,47,27505,312,Cellulose,Heat Pump,Heat Pump,1613174.6
89,7,21062,281,Cellulose,Boiler,Heat Pump,705493.0
49,26,90634,463,Mineral Wool,Radiant,Heat Pump,2777283.78
77,2,58451,68,Fiberglass,Forced Air,None,4558104.11
38,16,66298,26,Fiberglass,Geothermal,Window Units,3185933.82
10,7,40361,318,Spray Foam,Heat Pump,Heat Pump,1893762.76
21,6,5969,106,Mineral Wool,Boiler,None,120372.9
71,6,12686,347,Polyurethane,Geothermal,Evaporative,1023147.48
75,24,95561,275,Spray Foam,Forced Air,Central AC,861124.38
51,23,2471,454,Mineral Wool,Geothermal,Window Units,92491.73
48,48,82962,409,Fiberglass,Boiler,Heat Pump,2393408.45
66,44,84552,236,Polyurethane,Boiler,Window Units,3470149.38
85,23,56174,500,Cellulose,Geothermal,None,2629263.17
77,25,6496,153,Spray Foam,Radiant,Window Units,228691.61
90,17,17819,358,Fiberglass,Geothermal,None,483184.06
50,38,62760,107,Polyurethane,Boiler,Heat Pump,2318584.16
50,35,34201,69,Polyurethane,Boiler,Central AC,869096.57
85,21,51540,299,Fiberglass,Heat Pump,Heat Pump,1566654.32
44,41,21471,331,Mineral Wool,Radiant,Evaporative,1216561.71
71,43,37884,337,Cellulose,Geothermal,None,1400322.3
45,28,52861,11,Polyurethane,Forced Air,Heat Pump,675882.46
14,47,57592,404,Polyurethane,Boiler,None,2027133.46
20,22,33412,156,Fiberglass,Geothermal,Evaporative,1257851.06
79,39,62128,43,Mineral Wool,Forced Air,None,837149.81
63,12,83000,208,Spray Foam,Boiler,Central AC,6507473.36
1,44,62384,16,Spray Foam,Boiler,Heat Pump,818934.18
94,46,73815,452,Cellulose,Forced Air,Window Units,3901469.55
24,42,12438,280,Fiberglass,Forced Air,None,536278.73
13,32,22039,168,Spray Foam,Forced Air,None,143776.48
50,20,21724,252,Fiberglass,Boiler,Window Units,221301.48
98,9,43601,57,Mineral Wool,Heat Pump,Central AC,2092623.82
3,11,28011,124,Mineral Wool,Forced Air,None,395355.23
18,26,69605,35,Fiberglass,Forced Air,Heat Pump,2139660.06
90,42,13500,382,Mineral Wool,Heat Pump,Window Units,1280918.67
33,18,46427,231,Fiberglass,Radiant,Window Units,976440.4
14,16,96032,462,Polyurethane,Radiant,Central AC,4680315.03
39,5,1957,320,Mineral Wool,Radiant,Central AC,64686.75
63,40,54071,44,Fiberglass,Radiant,Central AC,3879453.91
19,45,98554,500,Fiberglass,Boiler,Central AC,3051725.2
49,24,32905,40,Spray Foam,Geothermal,Central AC,1680170.47
61,49,69285,472,Polyurethane,Geothermal,Heat Pump,5574031.83
17,36,33508,209,Spray Foam,Geothermal,None,1046988.74
87,20,38904,144,Spray Foam,Boiler,None,2547019.4
48,3,38731,440,Mineral Wool,Forced Air,Window Units,686495.24
20,43,37189,467,Fiberglass,Radiant,Heat Pump,1923504.05
28,3,74736,442,Polyurethane,Radiant,Heat Pump,596089.63
47,13,67130,486,Fiberglass,Radiant,None,1834110.07
38,48,92226,50,Polyurethane,Forced Air,Heat Pump,3515246.1
61,7,76938,151,Cellulose,Geothermal,Evaporative,3960829.23
26,37,57796,80,Fiberglass,Geothermal,Central AC,1221114.87
24,10,55631,113,Mineral Wool,Heat Pump,Window Units,1537217.63
37,23,94869,192,Mineral Wool,Geothermal,Central AC,1276041.19
30,12,24764,455,Mineral Wool,Geothermal,Central AC,1545009.32
52,19,76700,243,Polyurethane,Forced Air,Evaporative,1407847.55
76,30,3422,333,Cellulose,Boiler,Evaporative,280016.44
39,47,52976,465,Polyurethane,Heat Pump,Evaporative,3185824.3
58,13,22384,455,Polyurethane,Radiant,Central AC,914962.11
92,12,30724,417,Spray Foam,Heat Pump,Window Units,887109.13
87,19,86114,438,Cellulose,Heat Pump,None,2277219.74
89,16,78818,157,Cellulose,Geothermal,Heat Pump,1207137.98
94,10,67961,12,Mineral Wool,Radiant,Central AC,2712965.45
89,40,52515,214,Mineral Wool,Geothermal,Window Units,4940327.97
7,11,39434,116,Mineral Wool,Geothermal,Window Units,1393294.93
71,39,76572,205,Spray Foam,Geothermal,None,3600010.96
53,40,39419,359,Cellulose,Forced Air,Heat Pump,2224436.15
17,26,17018,95,Fiberglass,Geothermal,Window Units,867319.97
91,18,81184,384,Spray Foam,Radiant,Central AC,1759202.31
44,39,28425,163,Fiberglass,Geothermal,Evaporative,1452671.81
26,10,93844,275,Mineral Wool,Heat Pump,Central AC,1919308.01
42,44,34765,458,Spray Foam,Radiant,Central AC,1971272.76
6,34,57143,200,Fiberglass,Forced Air,Central AC,2676758.14
19,8,79841,240,Fiberglass,Forced Air,Window Units,4265650.2
28,45,60828,321,Mineral Wool,Geothermal,None,2993160.47
39,37,63555,247,Cellulose,Forced Air,Evaporative,3730829.26
33,36,19423,305,Fiberglass,Geothermal,Window Units,504784.47
92,31,3149,313,Fiberglass,Geothermal,Central AC,262975.72
88,26,40410,375,Fiberglass,Geothermal,Evaporative,3669045.75
77,20,51779,380,Spray Foam,Geothermal,Evaporative,1421660.98
38,29,50735,364,Cellulose,Boiler,Central AC,1974080.47
85,45,78648,48,Fiberglass,Heat Pump,None,3258939.26
79,49,79750,345,Cellulose,Boiler,Central AC,6780628.76
91,8,59834,239,Fiberglass,Boiler,Heat Pump,934865.34
52,45,4287,469,Spray Foam,Radiant,Central AC,109810.27
82,41,20848,244,Spray Foam,Heat Pump,Heat Pump,1232816.01
67,12,51761,203,Polyurethane,Boiler,Window Units,2230983.16
2,40,78671,303,Mineral Wool,Boiler,Heat Pump,1593965.55
31,47,7217,304,Polyurethane,Boiler,Window Units,432988.17
82,21,79110,69,Mineral Wool,Geothermal,None,6958567.66
73,37,71173,206,Fiberglass,Radiant,Central AC,1574511.32
72,38,92570,213,Fiberglass,Forced Air,None,2434739.02
44,42,96112,454,Mineral Wool,Heat Pump,Window Units,4218266.78
23,42,22447,301,Cellulose,Radiant,None,170506.72
11,33,42102,187,Cellulose,Boiler,Evaporative,1368798.66
83,42,34542,401,Fiberglass,Forced Air,Central AC,2773855.49
20,18,60542,268,Fiberglass,Boiler,Central AC,535307.01
45,22,78668,255,Polyurethane,Geothermal,Central AC,958850.63
36,4,83420,17,Spray Foam,Heat Pump,Central AC,4985907.7
36,44,93077,19,Cellulose,Radiant,Window Units,3340120.29
31,50,23789,128,Spray Foam,Radiant,Central AC,1481923.05
48,30,6498,475,Spray Foam,Geothermal,None,286575.15
19,19,55727,235,Cellulose,Forced Air,Central AC,1638705.33
1,40,24790,439,Fiberglass,Boiler,Window Units,665875.49
77,1,70033,356,Fiberglass,Radiant,Heat Pump,2305400.53
62,17,43330,83,Polyurethane,Heat Pump,Evaporative,1666484.61
62,50,22118,154,Fiberglass,Heat Pump,Central AC,846262.46
23,23,92030,395,Fiberglass,Geothermal,None,1708852.33
50,26,35669,410,Mineral Wool,Boiler,Central AC,1669160.46
77,42,73044,220,Cellulose,Forced Air,None,809794.13
72,8,23458,451,Mineral Wool,Boiler,Heat Pump,1056896.87
26,5,53530,130,Cellulose,Heat Pump,None,3249064.22
78,27,97503,242,Polyurethane,Geothermal,None,3018235.5
58,29,11867,355,Mineral Wool,Radiant,Window Units,169669.03
24,32,33480,433,Fiberglass,Radiant,Heat Pump,766244.73
3,41,91315,457,Spray Foam,Heat Pump,None,2948769.6
49,13,99261,95,Cellulose,Forced Air,None,3771692.01
53,32,74803,390,Spray Foam,Geothermal,Central AC,3463567.11
85,7,93674,347,Spray Foam,Geothermal,Evaporative,8548530.73
98,25,22836,416,Fiberglass,Geothermal,Evaporative,1162861.86
96,35,30246,412,Fiberglass,Forced Air,None,2511524.86
67,20,67576,290,Polyurethane,Boiler,None,5431270.78
82,50,3892,251,Cellulose,Forced Air,Central AC,148557.56
54,19,60284,287,Polyurethane,Geothermal,Heat Pump,2216518.41
9,45,52724,496,Mineral Wool,Geothermal,Evaporative,1239767.59
100,43,11366,310,Mineral Wool,Forced Air,Evaporative,173330.97
30,33,92768,477,Fiberglass,Heat Pump,None,5428353.81
3,23,71135,283,Mineral Wool,Radiant,Heat Pump,3490589.49
95,9,24995,118,Fiberglass,Forced Air,Heat Pump,1806596.98
84,50,3028,81,Polyurethane,Radiant,None,233169.81
81,31,97412,408,Mineral Wool,Forced Air,Central AC,5121915.04
51,11,37917,93,Fiberglass,Radiant,Evaporative,878365.1
93,3,55565,248,Fiberglass,Boiler,Evaporative,1458652.33
78,20,53995,400,Fiberglass,Boiler,Central AC,4054267.98
53,30,68257,274,Mineral Wool,Geothermal,Heat Pump,3671109.66
30,43,32105,443,Mineral Wool,Forced Air,Evaporative,277045.91
85,41,82324,497,Spray Foam,Heat Pump,Evaporative,5153727.1
51,24,19847,229,Mineral Wool,Heat Pump,Window Units,1197090.09
54,13,65764,27,Polyurethane,Radiant,Evaporative,2005712.76
15,44,64163,235,Spray Foam,Radiant,Heat Pump,1417498.31
46,22,57140,405,Cellulose,Heat Pump,Heat Pump,1803778.06
93,48,22964,460,Polyurethane,Geothermal,Heat Pump,299624.1
5,48,28543,367,Fiberglass,Heat Pump,Window Units,1260205.12
26,28,51454,353,Polyurethane,Forced Air,Evaporative,1750276.45
44,4,59329,62,Mineral Wool,Forced Air,Window Units,2203242.54
51,24,78322,90,Spray Foam,Radiant,Central AC,1166902.4
29,2,61403,422,Spray Foam,Heat Pump,Heat Pump,1472238.74
52,29,62564,142,Cellulose,Forced Air,Evaporative,4378118.69
23,46,85782,143,Polyurethane,Forced Air,Evaporative,3202015.56
5,31,81103,307,Polyurethane,Heat Pump,Evaporative,2712475.45
25,43,90217,364,Polyurethane,Boiler,Evaporative,2407682.09
16,21,42097,325,Spray Foam,Geothermal,Heat Pump,731078.46
47,50,58818,496,Cellulose,Geothermal,Evaporative,1873404.84
96,38,6671,269,Mineral Wool,Geothermal,Window Units,351784.07
16,37,11446,313,Polyurethane,Geothermal,Window Units,261159.78
62,13,73407,271,Polyurethane,Heat Pump,Window Units,1289196.93
22,27,4091,84,Cellulose,Geothermal,Window Units,151703.42
90,9,69939,191,Cellulose,Radiant,Heat Pump,3102787.79
30,12,13971,150,Cellulose,Heat Pump,Heat Pump,230493.0
87,24,49660,300,Mineral Wool,Radiant,None,808141.05
3,18,23364,167,Mineral Wool,Boiler,Window Units,771989.74
26,40,3709,396,Spray Foam,Geothermal,Window Units,178070.39
52,12,37543,205,Polyurethane,Geothermal,Evaporative,869940.47
62,17,38033,389,Cellulose,Heat Pump,None,2540505.32
58,47,31370,277,Spray Foam,Geothermal,Window Units,2348585.22
46,29,74714,105,Fiberglass,Forced Air,Window Units,4623830.9
92,11,74646,386,Spray Foam,Forced Air,Heat Pump,6260046.12
48,1,66640,172,Polyurethane,Forced Air,Central AC,4400765.47
84,11,63005,194,Polyurethane,Geothermal,Heat Pump,5158441.13
40,26,28839,160,Fiberglass,Boiler,Central AC,272933.04
44,20,77553,57,Fiberglass,Forced Air,Heat Pump,4034377.36
